"Name","Mass","Differentiated","Undiff_Type","Ordinary_Type"
"Fermo",9.23014299927236,"Undifferentiated","Ordinary","H Meteorite"
"Fisher",9.77565418102624,"Undifferentiated","Ordinary","L Meteorite"
"Florence",8.19973896063079,"Undifferentiated","Ordinary","H Meteorite"
"Forest City",11.9316357998284,"Undifferentiated","Ordinary","H Meteorite"
"Forest Vale",10.1658518170036,"Undifferentiated","Ordinary","H Meteorite"
"Forksville",8.7106195279423,"Undifferentiated","Ordinary","L Meteorite"
"Forsbach",5.48063892334199,"Undifferentiated","Ordinary","H Meteorite"
"Forsyth",9.69892038679485,"Undifferentiated","Ordinary","L Meteorite"
"Frankfort (stone)",6.47697236288968,"Differentiated",NA,NA
"Fuhe",10.0432494949113,"Undifferentiated","Ordinary","L Meteorite"
"Fukutomi",9.3604830304059,"Undifferentiated","Ordinary","L Meteorite"
"Futtehpur",8.29404964010203,"Undifferentiated","Ordinary","L Meteorite"
"Fuyang",7.82404601085629,"Differentiated",NA,NA
"Galapian",4.88809094133816,"Undifferentiated","Ordinary","H Meteorite"
"Galim (a)",3.58629286533884,"Undifferentiated","Ordinary","LL Meteorite"
"Galim (b)",3.3322045101752,"Undifferentiated","Enstatite",NA
"Galkiv",8.51719319141624,"Undifferentiated","Ordinary","H Meteorite"
"Gambat",8.76405326934776,"Undifferentiated","Ordinary","L Meteorite"
"Garhi Yasin",5.94017125272043,"Differentiated",NA,NA
"Garland",4.62497281328427,"Differentiated",NA,NA
"Gashua",8.33375100695358,"Undifferentiated","Ordinary","L Meteorite"
"Geidam",6.58617165485467,"Undifferentiated","Ordinary","H Meteorite"
"Gifu",9.56731527092391,"Undifferentiated","Ordinary","L Meteorite"
"Girgenti",9.7981270368783,"Undifferentiated","Ordinary","L Meteorite"
"Git-Git",6.17378610390194,"Undifferentiated","Ordinary","L Meteorite"
"Glanerbrug",6.50727771238501,"Undifferentiated","Ordinary","L Meteorite"
"Glanggang",7.17242457712485,"Undifferentiated","Ordinary","H Meteorite"
"Glasatovo",11.9316357998284,"Undifferentiated","Ordinary","H Meteorite"
"Glatton",6.64248680136726,"Undifferentiated","Ordinary","L Meteorite"
"Gnadenfrei",7.46737106691756,"Undifferentiated","Ordinary","H Meteorite"
"Gopalpur",7.37775890822787,"Undifferentiated","Ordinary","H Meteorite"
"Gorlovka",8.19367666595524,"Undifferentiated","Ordinary","H Meteorite"
"Granes",9.10497985631836,"Undifferentiated","Ordinary","L Meteorite"
"Grefsheim",3.8177123259569,"Undifferentiated","Ordinary","L Meteorite"
"Grimsby",5.37063802812766,"Undifferentiated","Ordinary","H Meteorite"
"Grosnaja",8.1605182474775,"Undifferentiated","Carbonaceous",NA
"Gross-Divina",9.25913053614561,"Undifferentiated","Ordinary","H Meteorite"
"Grossliebenthal",8.98719682066197,"Undifferentiated","Ordinary","L Meteorite"
"Grüneberg",6.90775527898214,"Undifferentiated","Ordinary","H Meteorite"
"Grzempach",6.5366915975913,"Undifferentiated","Ordinary","H Meteorite"
"Gualeguaychú",9.99879773234045,"Undifferentiated","Ordinary","H Meteorite"
"Guangmingshan",7.97590836016554,"Undifferentiated","Ordinary","H Meteorite"
"Guangrao",7.54960916515453,"Undifferentiated","Ordinary","L Meteorite"
"Guareña",10.5713169251118,"Undifferentiated","Ordinary","H Meteorite"
"Guêa",7.55747290161475,"Differentiated",NA,NA
"Guibga",5.66296048013595,"Undifferentiated","Ordinary","L Meteorite"
"Guidder",6.87523208727658,"Undifferentiated","Ordinary","LL Meteorite"
"Gujargaon",7.80343505695217,"Undifferentiated","Ordinary","H Meteorite"
"Gujba",11.5129254649702,"Undifferentiated","Carbonaceous",NA
"Gumoschnik",8.64822145382264,"Undifferentiated","Ordinary","H Meteorite"
"Gurram Konda",3.3322045101752,"Undifferentiated","Ordinary","L Meteorite"
"Gursum",10.453053004618,"Undifferentiated","Ordinary","H Meteorite"
"Gütersloh",6.90775527898214,"Undifferentiated","Ordinary","H Meteorite"
"Gyokukei",7.18538701558042,"Undifferentiated","Carbonaceous",NA
"Hachi-oji",-1.6094379124341,"Undifferentiated","Ordinary","H Meteorite"
"Hainaut",9.10497985631836,"Undifferentiated","Ordinary","H Meteorite"
"Hallingeberg",7.28344822875663,"Undifferentiated","Ordinary","L Meteorite"
"Hamlet",8.21878715560148,"Undifferentiated","Ordinary","LL Meteorite"
"Haraiya",6.90775527898214,"Differentiated",NA,NA
"Haripura",5.75257263882563,"Undifferentiated","Carbonaceous",NA
"Harleton",9.03121370607875,"Undifferentiated","Ordinary","L Meteorite"
"Harrison County",6.52209279817015,"Undifferentiated","Ordinary","L Meteorite"
"Hashima",7.01265568880751,"Undifferentiated","Ordinary","H Meteorite"
"Hassi-Jekna",7.13089883029635,"Differentiated",NA,NA
"Hatford",10.2750511089686,"Differentiated",NA,NA
"Haverö",7.34213173058472,"Differentiated",NA,NA
"Hedeskoga",8.1605182474775,"Undifferentiated","Ordinary","H Meteorite"
"Hedjaz",8.7160440501614,"Undifferentiated","Ordinary","L Meteorite"
"Heredia",6.90775527898214,"Undifferentiated","Ordinary","H Meteorite"
"Hessle",9.90348755253613,"Undifferentiated","Ordinary","H Meteorite"
"Higashi-koen",6.62007320653036,"Undifferentiated","Ordinary","H Meteorite"
"High Possil",8.41183267575841,"Undifferentiated","Ordinary","L Meteorite"
"Hiroshima",6.02586597382531,"Undifferentiated","Ordinary","H Meteorite"
"Hoima",5.12217666882916,"Undifferentiated","Ordinary","H Meteorite"
"Hökmark",5.72194977861165,"Undifferentiated","Ordinary","L Meteorite"
"Holbrook",12.3013828253345,"Undifferentiated","Ordinary","L Meteorite"
"Holetta",7.25488481007734,"Differentiated",NA,NA
"Homestead",12.3458345879053,"Undifferentiated","Ordinary","L Meteorite"
"Honolulu",7.79152281915073,"Undifferentiated","Ordinary","L Meteorite"
"Hotse",5.19295685089021,"Undifferentiated","Ordinary","L Meteorite"
"Hoxie",5.58387217798364,"Undifferentiated","Carbonaceous",NA
"Hraschina",10.7995755770928,"Differentiated",NA,NA
"Huaxi",7.37775890822787,"Undifferentiated","Ordinary","H Meteorite"
"Hungen",4.71849887129509,"Undifferentiated","Ordinary","H Meteorite"
"Hvittis",9.5468126085974,"Undifferentiated","Enstatite",NA
"Ibbenbüren",7.60090245954208,"Differentiated",NA,NA
"Ibitira",7.82404601085629,"Differentiated",NA,NA
"Ichkala",8.2872767558146,"Undifferentiated","Ordinary","H Meteorite"
"Idutywa",8.14815643992162,"Undifferentiated","Ordinary","H Meteorite"
"Iguaracu",7.09007683577609,"Undifferentiated","Ordinary","H Meteorite"
"Ijopega",8.8997307948807,"Undifferentiated","Ordinary","H Meteorite"
"Indarch",10.2035921449865,"Undifferentiated","Enstatite",NA
"Independence",6.77992190747225,"Undifferentiated","Ordinary","L Meteorite"
"Inner Mongolia",8.00636756765025,"Undifferentiated","Ordinary","L Meteorite"
"Innisfree",8.42858053305963,"Undifferentiated","Ordinary","L Meteorite"
"Ipiranga",8.85366542803745,"Undifferentiated","Ordinary","H Meteorite"
"Ishinga",7.17011954344963,"Undifferentiated","Ordinary","H Meteorite"
"Isthilart",8.02289686960146,"Undifferentiated","Ordinary","H Meteorite"
"Itapicuru-Mirim",7.61283103040736,"Undifferentiated","Ordinary","H Meteorite"
"Itqiy",8.4595640785796,"Undifferentiated","Enstatite",NA
"Ivuna",6.55748833133874,"Undifferentiated","Carbonaceous",NA
"Jackalsfontein",10.77895628989,"Undifferentiated","Ordinary","L Meteorite"
"Jajh deh Kot Lalu",6.880384082186,"Undifferentiated","Enstatite",NA
"Jalanash",6.5510803350434,"Differentiated",NA,NA
"Jalandhar",7.58426481838906,"Differentiated",NA,NA
"Jamkheir",3.09104245335832,"Undifferentiated","Ordinary","H Meteorite"
"Jartai",9.9281801651265,"Undifferentiated","Ordinary","L Meteorite"
"Jelica",10.4341158035983,"Undifferentiated","Ordinary","LL Meteorite"
"Jemlapur",6.10924758276437,"Undifferentiated","Ordinary","L Meteorite"
"Jesenice",8.20712916807133,"Undifferentiated","Ordinary","L Meteorite"
"Jhung",8.68270762989381,"Undifferentiated","Ordinary","L Meteorite"
"Jiange",5.40267738187228,"Undifferentiated","Ordinary","H Meteorite"
"Jianshi",13.3046849341983,"Differentiated",NA,NA
"Jilin",15.2018049190842,"Undifferentiated","Ordinary","H Meteorite"
"Jodiya",4.60517018598809,"Undifferentiated","Ordinary","L Meteorite"
"Jodzie",3.40119738166216,"Differentiated",NA,NA
"Johnstown",10.6041067479348,"Differentiated",NA,NA
"Jolomba",6.18001665365257,"Undifferentiated","Ordinary","LL Meteorite"
"Jonzac",8.51719319141624,"Differentiated",NA,NA
"Juancheng",11.5129254649702,"Undifferentiated","Ordinary","H Meteorite"
"Judesegeri",6.52209279817015,"Undifferentiated","Ordinary","H Meteorite"
"Jumapalo",10.3886876286631,"Undifferentiated","Ordinary","L Meteorite"
"Junan",6.85646198459459,"Undifferentiated","Ordinary","L Meteorite"
"Juromenha",10.1365814347035,"Differentiated",NA,NA
"Juvinas",11.418614785499,"Differentiated",NA,NA
"Kaba",8.00636756765025,"Undifferentiated","Carbonaceous",NA
"Kabo",9.503009985939,"Undifferentiated","Ordinary","H Meteorite"
"Kadonah",4.48863636973214,"Undifferentiated","Ordinary","H Meteorite"
"Kaee",5.4380793089232,"Undifferentiated","Ordinary","H Meteorite"
"Kagarlyk",7.54960916515453,"Undifferentiated","Ordinary","L Meteorite"
"Kaidun",7.60090245954208,"Undifferentiated","Carbonaceous",NA
"Kainsaz",12.2060726455302,"Undifferentiated","Carbonaceous",NA
"Kakangari",5.85793315448346,"Differentiated",NA,NA
"Kakowa",6.3578422665081,"Undifferentiated","Ordinary","L Meteorite"
"Kalaba",6.85646198459459,"Undifferentiated","Ordinary","H Meteorite"
"Kalumbi",8.41183267575841,"Undifferentiated","Ordinary","L Meteorite"
"Kamalpur",7.92660259918138,"Undifferentiated","Ordinary","L Meteorite"
"Kamiomi",6.10479323241498,"Undifferentiated","Ordinary","H Meteorite"
"Kamsagar",7.16472037877186,"Undifferentiated","Ordinary","L Meteorite"
"Kandahar (Afghanistan)",5.70044357339069,"Undifferentiated","Ordinary","L Meteorite"
"Kangean",7.39633529380081,"Undifferentiated","Ordinary","H Meteorite"
"Kangra Valley",5.99146454710798,"Undifferentiated","Ordinary","H Meteorite"
"Kapoeta",9.33741345453966,"Differentiated",NA,NA
"Kaprada",7.37775890822787,"Undifferentiated","Ordinary","L Meteorite"
"Kaptal-Aryk",8.1605182474775,"Undifferentiated","Ordinary","L Meteorite"
"Karakol",8.00636756765025,"Undifferentiated","Ordinary","LL Meteorite"
"Karatu",7.70526247486633,"Undifferentiated","Ordinary","LL Meteorite"
"Karewar",5.19295685089021,"Undifferentiated","Ordinary","L Meteorite"
"Karkh",9.99879773234045,"Undifferentiated","Ordinary","L Meteorite"
"Karloowala",7.98956044933387,"Undifferentiated","Ordinary","L Meteorite"
"Karoonda",10.6389755735856,"Undifferentiated","Carbonaceous",NA
"Kasamatsu",6.56526497003536,"Undifferentiated","Ordinary","H Meteorite"
"Kasauli",9.73032393352694,"Undifferentiated","Ordinary","H Meteorite"
"Katagum",7.3132203870903,"Undifferentiated","Ordinary","L Meteorite"
"Kavarpura",8.8246778911642,"Differentiated",NA,NA
"Kayakent",11.3504065354725,"Differentiated",NA,NA
"Kediri",8.10167774745457,"Undifferentiated","Ordinary","L Meteorite"
"Kemer",8.65869275368994,"Undifferentiated","Ordinary","L Meteorite"
"Kendleton",8.8446246833853,"Undifferentiated","Ordinary","L Meteorite"
"Kendrapara",8.8052551916863,"Undifferentiated","Ordinary","H Meteorite"
"Kerilis",8.51719319141624,"Undifferentiated","Ordinary","H Meteorite"
"Kernouve",11.289781913656,"Undifferentiated","Ordinary","H Meteorite"
"Kesen",11.8130300574206,"Undifferentiated","Ordinary","H Meteorite"
"Khairpur",9.51782507172414,"Undifferentiated","Enstatite",NA
"Khanpur",8.21554741194707,"Undifferentiated","Ordinary","LL Meteorite"
"Kharkov",7.3132203870903,"Undifferentiated","Ordinary","L Meteorite"
"Kheragur",6.10924758276437,"Undifferentiated","Ordinary","L Meteorite"
"Khetri",4.60517018598809,"Undifferentiated","Ordinary","H Meteorite"
"Khmelevka",8.71751837264977,"Undifferentiated","Ordinary","L Meteorite"
"Khohar",9.17988116449147,"Undifferentiated","Ordinary","L Meteorite"
"Khor Temiki",8.07090608878782,"Differentiated",NA,NA
"Kidairat",11.5129254649702,"Undifferentiated","Ordinary","H Meteorite"
"Kiel",6.60340167224238,"Undifferentiated","Ordinary","L Meteorite"
"Kiffa",7.3132203870903,"Undifferentiated","Ordinary","H Meteorite"
"Kijima (1906)",5.80211837537706,"Differentiated",NA,NA
"Kikino",5.27299955856375,"Undifferentiated","Ordinary","H Meteorite"
"Kilabo",9.85219425814858,"Undifferentiated","Ordinary","LL Meteorite"
"Kilbourn",6.64898455002478,"Undifferentiated","Ordinary","H Meteorite"
"Killeter",4.9416424226093,"Undifferentiated","Ordinary","H Meteorite"
"Kingai",4.21064501791826,"Undifferentiated","Ordinary","H Meteorite"
"Kirbyville",4.58190155904874,"Differentiated",NA,NA
"Kisvarsány",7.34601020991329,"Undifferentiated","Ordinary","L Meteorite"
"Kitchener",5.31123359181458,"Undifferentiated","Ordinary","L Meteorite"
"Klein-Wenden",8.08641027532378,"Undifferentiated","Ordinary","H Meteorite"
"Knyahinya",13.1223633774043,"Undifferentiated","Ordinary","L Meteorite"
"Kobe",4.91265488573605,"Undifferentiated","Carbonaceous",NA
"Kokubunji",9.35097150171593,"Undifferentiated","Ordinary","L Meteorite"
"Komagome",5.47227067367148,"Differentiated",NA,NA
"Konovo",4.49980967033027,"Undifferentiated","Ordinary","LL Meteorite"
"Košice",8.36637030168165,"Undifferentiated","Ordinary","H Meteorite"
"Krähenberg",9.71111565988867,"Undifferentiated","Ordinary","LL Meteorite"
"Krasnoi-Ugol",7.79975331828725,"Undifferentiated","Ordinary","L Meteorite"
"Krasnyi Klyuch",8.29404964010203,"Undifferentiated","Ordinary","H Meteorite"
"Krutikha",6.7395732857419,"Undifferentiated","Carbonaceous",NA
"Krymka",10.8197782844103,"Undifferentiated","Ordinary","LL Meteorite"
"Kukschin",7.71868549519847,"Undifferentiated","Ordinary","L Meteorite"
"Kulak",6.11721575241354,"Undifferentiated","Ordinary","L Meteorite"
"Kuleschovka",8.69951474821019,"Undifferentiated","Ordinary","L Meteorite"
"Kulp",8.22121009392507,"Undifferentiated","Ordinary","H Meteorite"
"Kunashak",12.2060726455302,"Undifferentiated","Ordinary","L Meteorite"
"Kunya-Urgench",13.9108207377686,"Undifferentiated","Ordinary","H Meteorite"
"Kushiike",8.40290404501411,"Undifferentiated","Carbonaceous",NA
"Kusiali",1.6094379124341,"Undifferentiated","Ordinary","L Meteorite"
"Kutais",3.13549421592915,"Undifferentiated","Ordinary","H Meteorite"
"Kuttippuram",10.7144177687525,"Undifferentiated","Ordinary","L Meteorite"
"Kuznetzovo",8.30573114487587,"Undifferentiated","Ordinary","L Meteorite"
"Kyushu",10.7144177687525,"Undifferentiated","Ordinary","L Meteorite"
"La Bécasse",7.9373746961633,"Undifferentiated","Ordinary","L Meteorite"
"La Charca",5.98896141688986,"Undifferentiated","Carbonaceous",NA
"La Colina",7.60090245954208,"Undifferentiated","Ordinary","H Meteorite"
"La Criolla",10.7144177687525,"Undifferentiated","Ordinary","L Meteorite"
"Laborel",8.25140306538056,"Undifferentiated","Ordinary","H Meteorite"
"Lahrauli",6.80239476332431,"Differentiated",NA,NA
"L'Aigle",10.5186731916264,"Undifferentiated","Ordinary","L Meteorite"
"Lakangaon",5.35894198836447,"Differentiated",NA,NA
"Lalitpur",5.91889385427315,"Undifferentiated","Ordinary","L Meteorite"
"Lancé",10.8532130604965,"Undifferentiated","Carbonaceous",NA
"Lancon",8.85366542803745,"Undifferentiated","Ordinary","H Meteorite"
"Långhalsen",7.74066440191724,"Undifferentiated","Ordinary","L Meteorite"
"Lanxi",7.15617663748062,"Undifferentiated","Ordinary","L Meteorite"
"Lanzenkirchen",8.85366542803745,"Undifferentiated","Ordinary","L Meteorite"
"Laochenzhen",9.5645121856968,"Undifferentiated","Ordinary","H Meteorite"
"Launton",6.96602418710611,"Undifferentiated","Ordinary","L Meteorite"
"Lavrentievka",6.68461172766793,"Undifferentiated","Ordinary","L Meteorite"
"Le Pressoir",8.00636756765025,"Undifferentiated","Ordinary","H Meteorite"
"Le Teilleul",6.65929391968364,"Differentiated",NA,NA
"Leedey",10.8493370866518,"Undifferentiated","Ordinary","L Meteorite"
"Leeuwfontein",6.13122648948314,"Undifferentiated","Ordinary","L Meteorite"
"Leighlinbridge",5.60359374740077,"Undifferentiated","Ordinary","L Meteorite"
"Leighton",6.77650699237218,"Undifferentiated","Ordinary","H Meteorite"
"Leonovka",6.5510803350434,"Undifferentiated","Ordinary","L Meteorite"
"Les Ormes",4.8283137373023,"Undifferentiated","Ordinary","L Meteorite"
"Lesves",7.60090245954208,"Undifferentiated","Ordinary","L Meteorite"
"Lichtenberg",8.29404964010203,"Undifferentiated","Ordinary","H Meteorite"
"Lillaverke",8.8337542234184,"Undifferentiated","Ordinary","H Meteorite"
"Limerick",10.8197782844103,"Undifferentiated","Ordinary","H Meteorite"
"Linum",7.52940645783701,"Undifferentiated","Ordinary","L Meteorite"
"Lishui",6.21060007702465,"Undifferentiated","Ordinary","L Meteorite"
"Lissa",9.45720044990771,"Undifferentiated","Ordinary","L Meteorite"
"Little Piney",6.19644412779452,"Undifferentiated","Ordinary","L Meteorite"
"Lixna",8.55891078476811,"Undifferentiated","Ordinary","H Meteorite"
"Lodran",6.90775527898214,"Differentiated",NA,NA
"Lohawat",10.5966347330961,"Differentiated",NA,NA
"Lorton",5.79818315007769,"Undifferentiated","Ordinary","L Meteorite"
"Los Martinez",3.2188758248682,"Undifferentiated","Ordinary","L Meteorite"
"Lost City",9.74096862303835,"Undifferentiated","Ordinary","H Meteorite"
"Louisville",7.17011954344963,"Undifferentiated","Ordinary","L Meteorite"
"Łowicz",10.9852927228879,"Differentiated",NA,NA
"Lua",9.13140538388804,"Undifferentiated","Ordinary","L Meteorite"
"Lucé",8.1605182474775,"Undifferentiated","Ordinary","L Meteorite"
"Lumpkin",5.82894561761021,"Undifferentiated","Ordinary","L Meteorite"
